Part,Aid type,Amount type,Recipient,Donor,Year,Value,Flags
"1 : Part I - Developing Countries","AF/Interest Subsidies","Current Prices (USD millions)","Sri Lanka","Austria","2006",0.48,
"1 : Part I - Developing Countries","AF/Interest Subsidies","Current Prices (USD millions)","Sri Lanka","Austria","2007",1.86,
"1 : Part I - Developing Countries","AF/Interest Subsidies","Current Prices (USD millions)","Sri Lanka","Austria","2008",4.1,
"1 : Part I - Developing Countries","AF/Interest Subsidies","Current Prices (USD millions)","Sri Lanka","Austria","2009",1.84,
"1 : Part I - Developing Countries","AF/Interest Subsidies","Current Prices (USD millions)","Sri Lanka","Austria","2010",1.41,
"1 : Part I - Developing Countries","AF/Interest Subsidies","Current Prices (USD millions)","Sri Lanka","Austria","2011",0.62,
"1 : Part I - Developing Countries","AF/Interest Subsidies","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2006",0.55,
"1 : Part I - Developing Countries","AF/Interest Subsidies","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2007",1.9,
"1 : Part I - Developing Countries","AF/Interest Subsidies","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2008",3.91,
"1 : Part I - Developing Countries","AF/Interest Subsidies","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2009",1.79,
"1 : Part I - Developing Countries","AF/Interest Subsidies","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2010",1.42,
"1 : Part I - Developing Countries","AF/Interest Subsidies","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2011",0.58,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Austria","2003",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Austria","2004",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Austria","2005",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Austria","2006",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Austria","2007",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Austria","2008",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Austria","2009",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Austria","2010",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Austria","2011",-0.06,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Austria","2012",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2003",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2004",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2005",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2006",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2007",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2008",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2009",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2010",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2011",-0.06,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2012",0,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Austria","2003",0.15,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Austria","2004",0.17,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Austria","2005",0.16,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Austria","2006",0.39,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Austria","2007",0.39,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Austria","2008",0.19,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Austria","2009",0.11,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Austria","2010",0.14,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Austria","2011",0.16,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Austria","2012",0.22,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2003",0.2,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2004",0.2,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2005",0.19,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2006",0.44,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2007",0.4,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2008",0.18,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2009",0.11,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2010",0.14,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2011",0.15,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2012",0.22,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Austria","2003",0.27,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Austria","2004",0.05,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Austria","2005",9.6,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Austria","2006",4.66,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Austria","2007",1.68,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Austria","2008",0.65,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Austria","2009",0.3,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Austria","2010",0.03,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Austria","2011",0.42,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Austria","2012",0,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2003",0.36,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2004",0.06,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2005",11.23,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2006",5.3,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2007",1.72,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2008",0.62,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2009",0.29,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2010",0.03,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2011",0.4,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2012",0,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Austria","2003",2.04,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Austria","2004",2.89,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Austria","2005",2.28,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Austria","2006",1.83,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Austria","2007",3.93,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Austria","2008",5.31,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Austria","2009",4.66,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Austria","2010",4.31,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Austria","2011",4.56,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Austria","2012",3.69,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2003",2.72,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2004",3.45,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2005",2.67,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2006",2.08,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2007",4.02,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2008",5.06,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2009",4.54,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2010",4.34,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2011",4.29,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2012",3.69,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Austria","2003",0.43,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Austria","2004",0.22,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Austria","2005",9.78,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Austria","2006",5.72,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Austria","2007",3.97,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Austria","2008",5,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Austria","2009",2.21,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Austria","2010",1.58,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Austria","2011",1.2,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Austria","2012",0.28,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2003",0.57,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2004",0.26,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2005",11.44,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2006",6.5,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2007",4.06,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2008",4.77,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2009",2.15,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Austria","2010",1.59,
